episode,seed,stratum,result,direct_distance,planned_length,trajectory_length,path_efficiency,min_clearance,waypoints,steps
56,20260784,avoidance,success,9.623409271240234,10.855663299560547,10.46199774555862,0.9198443266082343,0.3099814642360498,3,69
57,20260785,clear,success,4.210700511932373,4.210700988769531,3.7720800451934338,1.1162807950742855,0.31309723011279955,2,30
58,20260786,avoidance,success,6.356886386871338,16.867313385009766,16.115249194204807,0.3944640452198116,0.20459747682649476,7,157
59,20260787,clear,success,4.569463729858398,4.7512617111206055,4.2568626729771495,1.0734346115663211,0.2308685308051353,3,41
60,20260788,avoidance,success,13.50333309173584,15.914750099182129,15.228167314082384,0.8867339590660074,0.21739654637152495,8,158
61,20260789,clear,success,6.8014702796936035,6.8014702796936035,6.32290462590754,1.0756876280918715,0.4220942373383648,2,33
62,20260790,clear,success,3.132091999053955,3.132091999053955,2.684358239173889,1.1667935945903614,0.6025805925098208,2,28
63,20260791,clear,success,3.9572715759277344,3.9572715759277344,3.471326812170446,1.1399881918503236,0.37694372076467986,2,29
64,20260792,avoidance,success,10.653167724609375,15.988229751586914,15.090454891324043,0.705954048524687,0.1926019031481696,8,183
65,20260793,avoidance,success,9.940825462341309,10.64975357055664,10.166460262611508,0.9778059625039798,0.1933888759827298,5,98
66,20260794,avoidance,success,13.22724437713623,13.309621810913086,12.835572212003171,1.0305145854554725,0.23213529228154078,4,81
67,20260795,clear,success,4.628174304962158,4.628174304962158,4.206352286040783,1.1002821423971634,0.13254216274635194,2,31
68,20260796,clear,success,8.720664024353027,8.767903327941895,8.306439381092787,1.0498678945641984,0.10270820327562058,3,49
69,20260797,avoidance,success,3.44673752784729,4.191588401794434,3.5209754989482462,0.9789155104535286,0.25816766822392334,3,50
70,20260798,avoidance,success,14.821943283081055,18.936241149902344,17.915558628737926,0.8273224179181063,0.12975129992478424,7,173
71,20260799,avoidance,success,6.984267711639404,7.3747944831848145,6.909714401699603,1.0107896369669727,0.2654721274879568,3,52
72,20260800,avoidance,success,12.111977577209473,14.433406829833984,13.76571779511869,0.8798653116007048,0.18205251922991667,7,160
73,20260801,avoidance,success,8.127730369567871,9.832788467407227,9.040958747733384,0.8989898744539162,0.14525466238819157,6,99
74,20260802,avoidance,success,5.247857093811035,5.946220397949219,5.40925735142082,0.970162215046509,0.20813836300357258,3,54
75,20260803,clear,success,6.66783332824707,6.66783332824707,6.212779032066464,1.0732448866814515,0.28917576656958055,2,33
76,20260804,avoidance,success,8.761849403381348,10.60599422454834,9.81382181821391,0.8928070598469436,0.167417766681699,5,103
77,20260805,avoidance,success,15.945219039916992,21.312057495117188,20.632975314743817,0.7728027003707474,0.18303027275534678,9,219
78,20260806,avoidance,success,8.43208122253418,13.734415054321289,12.87543176440522,0.6548969678706303,0.18623381603530598,7,150
79,20260807,avoidance,success,11.200892448425293,12.296083450317383,11.651645637233742,0.9613142037749559,0.1324473800433899,5,98
80,20260808,avoidance,success,9.688652992248535,11.482085227966309,10.979957446455956,0.8823944026646279,0.22713152762307526,3,71
81,20260809,clear,success,9.771899223327637,10.285213470458984,9.65515944827348,1.0120909215098495,0.09105113528568337,4,80
82,20260810,avoidance,success,10.418252944946289,12.066184997558594,11.656372461467981,0.8937817472275791,0.22819122362317606,4,82
83,20260811,avoidance,success,8.127730369567871,8.46211051940918,8.026560110971332,1.012604435424118,0.24213084392935158,3,57
84,20260812,avoidance,success,8.527602195739746,10.082454681396484,9.52008867636323,0.8957481895008331,0.11905320548803106,4,73
85,20260813,clear,success,4.628174781799316,4.628174781799316,4.206352535635233,1.100282190470367,0.39696290181143046,2,31
86,20260814,clear,success,6.9842681884765625,7.012406349182129,6.596917583141476,1.058716908382328,0.19972296131595318,3,57
87,20260815,clear,success,3.5242021083831787,3.5242021083831787,3.091437275521457,1.1399882301635,0.2626299657184462,2,29
88,20260816,avoidance,success,14.302797317504883,21.36971664428711,20.43533750809729,0.6999051183684902,0.15428915721229447,8,180
89,20260817,avoidance,success,3.9115214347839355,6.552458763122559,5.692759143887088,0.6871046773486186,0.21878433326242325,5,91
90,20260818,avoidance,success,9.868130683898926,14.810541152954102,13.745715477969497,0.7179059321949995,0.1125187368290938,8,166
91,20260819,clear,success,5.515433311462402,5.515433311462402,5.077952444553375,1.08615300589872,0.2932026819466458,2,32
92,20260820,avoidance,success,7.559762001037598,16.54379653930664,15.784040334634483,0.47894973915198513,0.1431377019769705,7,166
93,20260821,avoidance,success,5.099999904632568,5.597697734832764,5.034850667230785,1.0129396563488577,0.20787835015682538,4,71
94,20260822,clear,success,6.714909076690674,6.765453338623047,6.271496366709471,1.0707028568708001,0.2244564059072805,3,44
95,20260823,avoidance,success,8.725823402404785,14.896337509155273,14.079220733605325,0.6197660770796316,0.11036880081048756,7,162
96,20260824,clear,success,3.4727509021759033,3.4727509021759033,2.976319964043796,1.1667935383726782,0.33058943867133195,2,28
97,20260825,clear,success,5.458021640777588,5.7507643699646,5.261917335912585,1.0372686023641213,0.1509305593635588,3,52
98,20260826,avoidance,success,9.913627624511719,19.8309326171875,18.950207978487015,0.523140834958964,0.20847404849189966,9,206
99,20260827,avoidance,success,5.2735185623168945,7.913981914520264,7.307110622525215,0.7216968285741451,0.2537455711072859,5,97
100,20260828,clear,success,3.661966562271118,3.661966562271118,3.2122846534475684,1.1399881882637428,0.287449932339058,2,29
101,20260829,clear,success,4.519955635070801,4.968932628631592,4.272533916868269,1.057909831265632,0.20872984713119042,4,55
102,20260830,avoidance,success,7.137226581573486,8.41126537322998,7.478252988308668,0.9543975835976217,0.17809665972861766,6,101
103,20260831,avoidance,success,7.003570079803467,7.555497646331787,7.143963871523738,0.9803479140929184,0.24111229942650575,3,52
104,20260832,clear,success,8.027453422546387,8.027453422546387,7.571797979064286,1.0601779715652702,0.03683585371983339,2,39
105,20260833,avoidance,success,9.044888496398926,19.467636108398438,18.725347444415092,0.48302914128819535,0.225911576469363,7,168
106,20260834,avoidance,success,8.741281509399414,13.852144241333008,13.232674121391028,0.6605831466270949,0.17789196069666052,7,157
107,20260835,clear,success,4.347413063049316,4.347413063049316,3.894551834091544,1.1162807039807723,0.5029110027528264,2,30
108,20260836,clear,success,3.5749127864837646,3.654101848602295,3.149188419803977,1.135185422378216,0.27997626637078643,3,33
109,20260837,clear,success,7.427650451660156,7.472216606140137,7.029516682960093,1.0566374313706601,0.2507991180392103,3,57
110,20260838,avoidance,success,11.067520141601562,11.803305625915527,11.187341529875994,0.9892895565980134,0.16808882631404332,5,92
111,20260839,avoidance,success,14.8492431640625,20.071807861328125,19.330682780593634,0.7681696157659719,0.15780685897292357,9,194
112,20260840,clear,success,4.326661586761475,4.326661586761475,3.871866743080318,1.117461388487595,0.24943189520957781,2,30
113,20260841,avoidance,success,6.4202799797058105,9.151559829711914,8.438081835396588,0.760869603417879,0.20254034905391705,5,97
114,20260842,clear,success,3.2863354682922363,3.2863352298736572,2.816552477888763,1.1667936223775295,0.21998216442701551,2,28
115,20260843,clear,success,6.906518936157227,6.992183208465576,6.529446355998516,1.0577495486753328,0.23003201299169973,3,41
116,20260844,clear,success,4.221374034881592,4.504447937011719,3.9815222010947764,1.0602412398255283,0.20328865358242665,3,52
117,20260845,avoidance,collision,8.43208122253418,15.285313606262207,7.570173749001697,1.1138557055769223,0.0,7,104
118,20260846,clear,success,7.701298713684082,7.803678512573242,7.344692727550864,1.0485528802036257,0.23256128493187816,3,59
119,20260847,avoidance,success,11.992497444152832,17.094741821289062,16.193458871915936,0.7405766451138635,0.18802892915539843,8,172
120,20260848,clear,success,5.349766254425049,5.912461280822754,5.414733897894621,0.9880016922909484,0.2061135977711011,3,55
121,20260849,avoidance,success,7.811530113220215,8.39721393585205,7.735128290951252,1.0098772534074631,0.16857002780205776,4,80
122,20260850,avoidance,success,8.828363418579102,9.891263961791992,9.21489473991096,0.958053636830192,0.15663416018991916,5,108
123,20260851,avoidance,success,6.68804931640625,9.671393394470215,9.023427235893905,0.7411872608449863,0.21470933603592202,6,109
124,20260852,avoidance,success,13.767353057861328,15.359914779663086,14.598152917809784,0.9430887000138984,0.1636086141922911,7,133
125,20260853,clear,collision,12.531959533691406,12.540491104125977,10.345364302396774,1.211359906464391,0.0,3,46
126,20260854,avoidance,success,7.029223918914795,7.428455829620361,6.873666251543909,1.0226309602005983,0.11709853682864058,4,62
127,20260855,clear,success,4.705316066741943,4.705316066741943,4.275822586379945,1.1004469834015311,0.27603028899152926,2,31
128,20260856,avoidance,success,10.632027626037598,18.3343505859375,17.34876956604421,0.612840442981448,0.14461988376843726,8,186
129,20260857,avoidance,success,11.067520141601562,16.51708984375,15.51178299728781,0.7134911662661014,0.08634704723067532,9,192
130,20260858,avoidance,success,10.5,11.364018440246582,10.78116668947041,0.9739205693067509,0.34150886834536487,4,83
131,20260859,clear,success,5.801723957061768,5.92302131652832,5.379285405389965,1.0785306076618515,0.19921603570943053,5,79
132,20260860,avoidance,success,5.307541847229004,5.41867733001709,4.918377695605159,1.0791244950487606,0.2751018212380948,3,54
133,20260861,avoidance,success,10.657391548156738,12.426027297973633,11.692819715477526,0.9114475214263148,0.16939333457972794,6,123
134,20260862,clear,success,3.5999999046325684,3.6857829093933105,3.201382964849472,1.1245139816634961,0.23957644999808064,3,40
135,20260863,clear,success,11.26499080657959,11.769355773925781,11.304955368861556,0.9964648633295763,0.22823937082664314,3,69
136,20260864,clear,success,12.7843656539917,13.619105339050293,13.138634964823723,0.9730360641131659,0.2133789170540839,5,102
137,20260865,clear,success,4.469899654388428,4.469899654388428,3.9928326746448874,1.119480834439417,0.3117721817139689,2,30
138,20260866,clear,success,5.832666397094727,5.832666397094727,5.386837898753583,1.0827625606562803,0.2724317914933836,2,33
139,20260867,clear,success,4.529900074005127,4.529900550842285,4.035233744420111,1.122586784537336,0.2608641981357632,2,30
140,20260868,clear,success,6.483055114746094,6.57974910736084,6.108571212738752,1.061304663392709,0.221238877369193,3,38
141,20260869,clear,success,10.396634101867676,10.505118370056152,10.024706803960726,1.0371010649169314,0.0793820789431341,4,70
142,20260870,avoidance,success,13.619471549987793,17.058610916137695,16.15853390097618,0.8428655491551126,0.09703264806457862,6,130
143,20260871,avoidance,success,9.534149169921875,18.18331527709961,17.39813671540469,0.5479982900398829,0.2086717233017391,7,164
144,20260872,clear,success,6.66783332824707,6.66783332824707,6.2336004842072725,1.0696600375882157,0.22622285600927577,2,33
145,20260873,clear,success,4.54972505569458,4.54972505569458,4.053111298941076,1.122526553091017,0.2130515299576567,2,30
146,20260874,clear,success,3.612478494644165,3.954101800918579,3.398191824555397,1.0630590270214673,0.20919712092354625,3,38
147,20260875,avoidance,success,15.891507148742676,19.46147346496582,18.783721523359418,0.8460254869611441,0.12456678553263673,8,179
148,20260876,clear,success,5.341347694396973,5.341347694396973,4.859255971387029,1.0992110162231967,0.38696412362622423,2,31
149,20260877,avoidance,success,7.517978191375732,9.386466979980469,8.691660853102803,0.8649645123569125,0.15077880797001558,4,68
150,20260878,avoidance,success,7.595393657684326,8.01384162902832,7.341524791903794,1.0345798554083068,0.10657701260812258,5,87
151,20260879,clear,success,3.8065731525421143,3.8065731525421143,3.3391341594979167,1.139988083951225,0.4361576760559963,2,29
152,20260880,clear,success,4.846648216247559,4.846648216247559,4.421566292643547,1.0961383128669242,0.2566485988013226,2,31
153,20260881,clear,success,6.07453727722168,6.07453727722168,5.581914105452597,1.0882534489894555,0.25114595039291154,2,33
154,20260882,clear,success,5.731492042541504,5.745883941650391,5.297514563426375,1.081920960087826,0.20376624853163883,3,53
155,20260883,clear,success,4.378355503082275,4.378355503082275,3.8985330248251557,1.1230777000481198,0.3662164131209342,2,30
156,20260884,avoidance,success,10.452750205993652,11.813940048217773,11.143911423161626,0.9379785794302478,0.08919186282705305,6,113
157,20260885,clear,success,5.108815670013428,5.108815670013428,4.630768189206719,1.1032328679118357,0.2229503349860903,2,31
158,20260886,clear,success,10.12027645111084,10.228506088256836,9.786727862432599,1.0340817271479064,0.19893140511826174,3,64
159,20260887,avoidance,success,4.846648216247559,5.210664749145508,4.583192294463515,1.057483060901088,0.2058558023953212,4,56
160,20260888,clear,success,6.2136945724487305,6.3633341789245605,5.890803452581167,1.054812747100921,0.20648809374528315,3,49
161,20260889,avoidance,success,9.439279556274414,15.595964431762695,14.846938455943018,0.6357727947943372,0.12683937981987237,6,134
162,20260890,clear,success,9.840731620788574,9.868099212646484,9.374248357489705,1.049762204446628,0.21610014147262951,4,74
163,20260891,avoidance,success,13.124785423278809,14.293317794799805,13.691687458660454,0.9585951668051654,0.1732842889478058,5,105
164,20260892,clear,success,5.433231353759766,5.433231353759766,5.000705614686012,1.086492941676774,0.2761168754297637,2,32
165,20260893,avoidance,success,11.022704124450684,11.688272476196289,11.22135918494314,0.9822967024565962,0.18125234836569376,3,69
166,20260894,avoidance,success,8.243178367614746,9.418810844421387,8.632874131668359,0.9548590934942426,0.1708087356806608,4,64
167,20260895,avoidance,success,5.441507339477539,18.516067504882812,17.629951748996973,0.3086512894050958,0.13506583864134364,11,219
168,20260896,avoidance,success,10.745696067810059,11.544946670532227,10.85712802130729,0.9897365165743147,0.19271164233240712,5,108
169,20260897,avoidance,success,9.309672355651855,10.549880981445312,10.006873331032693,0.9303277904778987,0.18126122172853798,3,64
170,20260898,clear,success,9.22225570678711,9.286905288696289,8.817749557085335,1.045874080124757,0.20194993908316822,4,82
171,20260899,clear,success,5.099999904632568,5.12406063079834,4.660650445148349,1.094267841936435,0.24626344249375415,3,54
172,20260900,avoidance,success,5.433231353759766,13.956839561462402,13.326593054458499,0.4076984516265425,0.20984471050233533,6,128
173,20260901,clear,success,5.399999618530273,5.594070911407471,5.128852093592286,1.0528670977423475,0.20799942221483625,3,55
174,20260902,clear,success,8.490582466125488,9.299999237060547,8.489093761891127,1.0001753666853161,0.11881786654841026,4,60
175,20260903,avoidance,success,7.029224395751953,10.9187593460083,10.098947902675718,0.6960353161035279,0.1793841227157868,9,148
176,20260904,clear,success,6.037383556365967,6.037383556365967,5.545110019855201,1.0887761531778626,0.1949403580711987,2,33
177,20260905,avoidance,success,7.23118257522583,20.99908447265625,19.86662170290947,0.3639865238973581,0.19235907677854497,10,222
178,20260906,clear,success,3.612478256225586,3.8999998569488525,3.220027446746826,1.1218780945098001,0.3474728254174305,3,30
179,20260907,avoidance,success,8.782368659973145,13.168927192687988,12.233988804742694,0.7178663312629912,0.19384440233307082,8,145
180,20260908,clear,success,3.9458839893341064,3.9840331077575684,3.5214394936338067,1.12053153162723,0.21705007889780153,3,50
181,20260909,clear,success,5.82494592666626,5.82494592666626,5.379283046349883,1.0828480071556714,0.24740769338663327,2,33
182,20260910,avoidance,success,9.868130683898926,14.192850112915039,13.587577670812607,0.726261216161921,0.19425488564249954,5,112
183,20260911,clear,success,5.1874847412109375,5.559437274932861,4.931934628635645,1.0518153892574986,0.20708568477182115,3,35
184,20260912,avoidance,success,9.348261833190918,12.360615730285645,11.46882657171227,0.8151018567364423,0.1952779786587558,7,147
185,20260913,avoidance,success,5.341348171234131,6.963540077209473,6.401219812221825,0.8344266136644636,0.23165715714854224,4,68
186,20260914,avoidance,success,7.840280532836914,8.343615531921387,7.6685298955999315,1.0223968139363362,0.08174586221091845,5,74
187,20260915,clear,success,4.519955635070801,4.519955635070801,4.037813741713762,1.1194066700938028,0.21556884059204423,2,30
188,20260916,avoidance,success,6.84762716293335,7.179513454437256,6.666925614699721,1.0271041794489508,0.23084445281699595,3,41
189,20260917,clear,success,4.965883731842041,4.965883731842041,4.478019048459828,1.1089465404462737,0.2471262772321251,2,31
190,20260918,clear,success,4.30580997467041,4.762208461761475,4.206280248006806,1.023662171989317,0.2016989061921855,4,64
191,20260919,avoidance,success,7.9429216384887695,19.322650909423828,18.443044644780457,0.4306730147582593,0.13548227221852815,11,217
192,20260920,avoidance,success,16.004375457763672,19.655696868896484,18.690899772569537,0.8562656507982261,0.1301077999783622,7,172
193,20260921,clear,success,3.0149624347686768,3.0149624347686768,2.5185084035620093,1.1971222452561667,0.37330772689039715,2,27
194,20260922,clear,success,5.143928527832031,5.417616844177246,4.757552134804428,1.0812132756677582,0.23587784886234087,3,33
195,20260923,clear,success,3.8183765411376953,4.322902202606201,3.7665383396670222,1.0137628232599527,0.3216310469266749,3,39
196,20260924,avoidance,success,4.429446697235107,15.774007797241211,14.663154777139425,0.30208006152542505,0.16203149606188239,11,222
197,20260925,avoidance,success,6.794851303100586,7.027364730834961,6.571949331089854,1.0339171775041314,0.24178276404688542,3,58
198,20260926,clear,success,4.013726234436035,4.2462568283081055,3.754964431747794,1.0689119184460016,0.3577227593612671,3,42
199,20260927,avoidance,success,4.724404335021973,8.40000057220459,7.103437184123322,0.6650870856690823,0.052765116984069715,6,79
