axis,axis_name,level,unit,success_rate,collision_rate,timeout_rate,avg_reward,reward_std,avg_steps,episodes
depth_failure,深度大面积失效,0,%,68.0,32.0,0.0,368.3879846660782,177.91292451794308,58.55882352941177,50
depth_failure,深度大面积失效,25,%,74.0,26.0,0.0,385.6935670077026,173.44967255337212,57.648648648648646,50
depth_failure,深度大面积失效,50,%,72.0,28.000000000000004,0.0,375.2275592919968,180.25150425893688,57.361111111111114,50
depth_failure,深度大面积失效,75,%,64.0,36.0,0.0,346.9858198224503,212.1361946857153,57.6875,50
depth_failure,深度大面积失效,90,%,68.0,28.000000000000004,4.0,299.08155700288864,401.9710660099825,57.94117647058823,50
occlusion,相机遮挡,0,%,68.0,32.0,0.0,368.3879846660782,177.91292451794308,58.55882352941177,50
occlusion,相机遮挡,25,%,78.0,20.0,2.0,389.3915537334508,202.04773253568578,58.69230769230769,50
occlusion,相机遮挡,50,%,82.0,18.0,0.0,375.9249131956998,141.71816706660192,77.04878048780488,50
occlusion,相机遮挡,75,%,84.0,16.0,0.0,415.0384539920973,148.61570891568803,59.11904761904762,50
occlusion,相机遮挡,90,%,78.0,22.0,0.0,401.4921953542624,179.0494100748921,59.87179487179487,50
depth_scale,深度尺度偏差,1.0,×,68.0,32.0,0.0,368.3879846660782,177.91292451794308,58.55882352941177,50
depth_scale,深度尺度偏差,0.75,×,70.0,30.0,0.0,377.7091987536037,173.30584274152153,57.08571428571429,50
depth_scale,深度尺度偏差,0.5,×,62.0,38.0,0.0,355.43915870314726,198.1168073906578,57.774193548387096,50
depth_scale,深度尺度偏差,0.25,×,16.0,38.0,46.0,-528.5427754733618,837.6281590594616,66.375,50
depth_scale,深度尺度偏差,0.1,×,20.0,36.0,44.0,-643.2591851651592,1013.8822886355546,71.7,50
combined,组合退化,0.0,severity,68.0,32.0,0.0,368.3879846660782,177.91292451794308,58.55882352941177,50
combined,组合退化,0.25,severity,66.0,34.0,0.0,366.4432070031568,192.44727211235053,57.878787878787875,50
combined,组合退化,0.5,severity,54.0,46.0,0.0,326.70171759816657,210.73291872767203,58.18518518518518,50
combined,组合退化,0.75,severity,54.0,46.0,0.0,326.0526630655899,210.87486411640515,58.666666666666664,50
combined,组合退化,1.0,severity,70.0,30.0,0.0,376.43318875258154,200.28556461488503,59.57142857142857,50
