axis,axis_name,level,unit,success_rate,collision_rate,timeout_rate,avg_reward,reward_std,avg_steps,episodes
gaussian,高斯球稀疏化,100,%,26.0,74.0,0.0,23.773336570859637,116.59096805946831,22.307692307692307,50
gaussian,高斯球稀疏化,50,%,24.0,76.0,0.0,18.223342818054483,114.21935413071327,22.583333333333332,50
gaussian,高斯球稀疏化,20,%,28.000000000000004,72.0,0.0,27.972196237650742,121.34284242880723,23.428571428571427,50
gaussian,高斯球稀疏化,5,%,20.0,80.0,0.0,0.8868885577244859,111.40111471963436,21.4,50
gaussian,高斯球稀疏化,2,%,10.0,90.0,0.0,-33.223623122057504,89.9694176758107,19.8,50
resolution,渲染分辨率,64,px,26.0,74.0,0.0,23.773336570859637,116.59096805946831,22.307692307692307,50
resolution,渲染分辨率,32,px,30.0,70.0,0.0,36.342543156240296,120.58345995031543,23.666666666666668,50
resolution,渲染分辨率,16,px,30.0,70.0,0.0,36.35589610715306,122.75435272896542,25.066666666666666,50
resolution,渲染分辨率,8,px,28.000000000000004,72.0,0.0,30.470749888396444,121.69824403868095,25.428571428571427,50
resolution,渲染分辨率,2,px,28.000000000000004,72.0,0.0,30.57472298325489,115.98565417863222,23.0,50
depth_noise,深度噪声,0.0,σ,26.0,74.0,0.0,23.773336570859637,116.59096805946831,22.307692307692307,50
depth_noise,深度噪声,0.1,σ,32.0,68.0,0.0,39.099433367563286,122.82273504433459,23.0,50
depth_noise,深度噪声,0.25,σ,32.0,68.0,0.0,34.51562669719813,131.19934840736136,22.9375,50
depth_noise,深度噪声,0.5,σ,32.0,68.0,0.0,40.65328086775965,121.29565088310306,23.125,50
depth_noise,深度噪声,1.0,σ,28.000000000000004,72.0,0.0,30.611164544385687,124.76785432917814,26.857142857142858,50
lighting,光照偏移,0,EV,26.0,74.0,0.0,23.773336570859637,116.59096805946831,22.307692307692307,50
lighting,光照偏移,1,EV,26.0,74.0,0.0,23.773336570859637,116.59096805946831,22.307692307692307,50
lighting,光照偏移,2,EV,26.0,74.0,0.0,23.773336570859637,116.59096805946831,22.307692307692307,50
lighting,光照偏移,3,EV,26.0,74.0,0.0,23.773336570859637,116.59096805946831,22.307692307692307,50
lighting,光照偏移,4,EV,26.0,74.0,0.0,23.773336570859637,116.59096805946831,22.307692307692307,50
viewpoint_uncertainty,视角不确定性,360,°,26.0,74.0,0.0,23.773336570859637,116.59096805946831,22.307692307692307,50
viewpoint_uncertainty,视角不确定性,270,°,26.0,74.0,0.0,23.733481151505945,117.07441690106494,22.46153846153846,50
viewpoint_uncertainty,视角不确定性,180,°,28.000000000000004,72.0,0.0,27.731686496096916,120.91766240098254,23.071428571428573,50
viewpoint_uncertainty,视角不确定性,90,°,28.000000000000004,72.0,0.0,28.130231310198727,120.55589637249516,22.785714285714285,50
viewpoint_uncertainty,视角不确定性,45,°,18.0,82.0,0.0,1.030113952444086,100.0867420496178,26.88888888888889,50
depth_failure,深度大面积失效,0,%,26.0,74.0,0.0,23.773336570859637,116.59096805946831,22.307692307692307,50
depth_failure,深度大面积失效,25,%,18.0,82.0,0.0,-4.9921759984132645,102.7358005454773,22.11111111111111,50
depth_failure,深度大面积失效,50,%,0.0,100.0,0.0,-65.04194558928707,26.154979243116724,0.0,50
depth_failure,深度大面积失效,75,%,4.0,96.0,0.0,-57.2543428927186,109.795715322652,28.0,50
depth_failure,深度大面积失效,90,%,14.000000000000002,86.0,0.0,-18.56823795801475,105.40663837048966,25.714285714285715,50
occlusion,相机遮挡,0,%,26.0,74.0,0.0,23.773336570859637,116.59096805946831,22.307692307692307,50
occlusion,相机遮挡,25,%,0.0,100.0,0.0,-88.62913847615397,54.7277885689542,0.0,50
occlusion,相机遮挡,50,%,2.0,98.0,0.0,-53.33556051408039,58.75087443233841,19.0,50
occlusion,相机遮挡,75,%,2.0,98.0,0.0,-72.00539238064756,62.175730343954214,19.0,50
occlusion,相机遮挡,90,%,0.0,100.0,0.0,-109.32520743027533,56.804952852898126,0.0,50
depth_scale,深度尺度偏差,1.0,×,26.0,74.0,0.0,23.773336570859637,116.59096805946831,22.307692307692307,50
depth_scale,深度尺度偏差,0.75,×,28.000000000000004,72.0,0.0,28.385357504187205,119.55911947367939,22.785714285714285,50
depth_scale,深度尺度偏差,0.5,×,28.000000000000004,72.0,0.0,27.855657104328767,119.86045501452203,22.714285714285715,50
depth_scale,深度尺度偏差,0.25,×,26.0,74.0,0.0,27.66812565363829,113.74840110353578,22.846153846153847,50
depth_scale,深度尺度偏差,0.1,×,26.0,74.0,0.0,19.240531758500513,125.40268963691875,27.384615384615383,50
combined,组合退化,0.0,severity,26.0,74.0,0.0,23.773336570859637,116.59096805946831,22.307692307692307,50
combined,组合退化,0.25,severity,6.0,94.0,0.0,-32.90419920941678,76.15775639799263,26.666666666666668,50
combined,组合退化,0.5,severity,28.000000000000004,72.0,0.0,27.273305145393305,120.8947120579636,24.142857142857142,50
combined,组合退化,0.75,severity,24.0,76.0,0.0,13.767592743552422,121.17446820973099,22.083333333333332,50
combined,组合退化,1.0,severity,22.0,78.0,0.0,11.765877966657179,108.89492045842842,22.09090909090909,50
